matchup_type,game_num,num_moves,total_time_sec
Minimax-Baseline,76,24,0.056623584001499694
Minimax-Baseline,77,29,0.09457449999899836
Minimax-Baseline,78,18,0.03575608299433952
Minimax-Baseline,79,25,0.07149600000411738
Minimax-Baseline,80,10,0.0361246669999673
Minimax-Baseline,81,15,0.05547333400318166
Minimax-Baseline,82,18,0.05576920900057303
Minimax-Baseline,83,11,0.03953412500413833
Minimax-Baseline,84,20,0.05988695800624555
Minimax-Baseline,85,37,0.078753207999398
Minimax-Baseline,86,20,0.06664912500127684
Minimax-Baseline,87,21,0.04968775000452297
Minimax-Baseline,88,6,0.01747691700438736
Minimax-Baseline,89,23,0.05367916699469788
Minimax-Baseline,90,10,0.03605262500059325
Minimax-Baseline,91,21,0.058868082996923476
Minimax-Baseline,92,18,0.06840045800345251
Minimax-Baseline,93,19,0.04485362499690382
Minimax-Baseline,94,18,0.034327125002164394
Minimax-Baseline,95,28,0.0726204590027919
Minimax-Baseline,96,24,0.057410041998082306
Minimax-Baseline,97,23,0.07544366699585225
Minimax-Baseline,98,25,0.05262075000064215
Minimax-Baseline,99,21,0.05271662499580998
Minimax-Baseline,100,22,0.05490004099556245
Minimax-Minimax,1,24,0.10156987499794923
Minimax-Minimax,2,20,0.10485824999341276
Minimax-Minimax,3,20,0.10103345799871022
Minimax-Minimax,4,20,0.10017050000169547
Minimax-Minimax,5,20,0.08952774999488611
Minimax-Minimax,6,19,0.10880720899876906
Minimax-Minimax,7,20,0.10222570900077699
Minimax-Minimax,8,19,0.10659133300214307
Minimax-Minimax,9,21,0.0856951250025304
Minimax-Minimax,10,20,0.10959191699657822
Minimax-Minimax,11,20,0.10619016599957831
Minimax-Minimax,12,20,0.08783658399624983
Minimax-Minimax,13,24,0.11867416600580327
Minimax-Minimax,14,20,0.09121254199999385
Minimax-Minimax,15,20,0.08831295799609507
Minimax-Minimax,16,20,0.08871316599834245
Minimax-Minimax,17,20,0.08891354200022761
Minimax-Minimax,18,19,0.10664545899635414
Minimax-Minimax,19,24,0.08628541600046447
Minimax-Minimax,20,20,0.08947245899616973
Minimax-Minimax,21,24,0.10251787499873899
Minimax-Minimax,22,20,0.08855608300655149
Minimax-Minimax,23,19,0.108042416999524
Minimax-Minimax,24,23,0.10308833300223341
Minimax-Minimax,25,28,0.13850879200617783
Minimax-Minimax,26,20,0.10150583300128346
Minimax-Minimax,27,19,0.10821674999897368
Minimax-Minimax,28,20,0.11073949999990873
Minimax-Minimax,29,24,0.08280133300286252
Minimax-Minimax,30,20,0.08857187499961583
Minimax-Minimax,31,20,0.08950879199983319
Minimax-Minimax,32,20,0.1004781660012668
Minimax-Minimax,33,20,0.10130670799844665
Minimax-Minimax,34,20,0.09850820800056681
Minimax-Minimax,35,20,0.10920916600298369
Minimax-Minimax,36,20,0.08978970900352579
Minimax-Minimax,37,20,0.08520895900437608
Minimax-Minimax,38,26,0.0906667910021497
Minimax-Minimax,39,20,0.1008887079951819
Minimax-Minimax,40,20,0.08900995799922384
Minimax-Minimax,41,20,0.09875658300006762
Minimax-Minimax,42,20,0.10618608300137566
Minimax-Minimax,43,20,0.08785995899961563
Minimax-Minimax,44,20,0.10069704199850094
Minimax-Minimax,45,22,0.1226891659971443
Minimax-Minimax,46,20,0.08899566700711148
Minimax-Minimax,47,20,0.08831116699730046
Minimax-Minimax,48,24,0.11693108300096355
Minimax-Minimax,49,20,0.09860641599516384
Minimax-Minimax,50,23,0.09919054200145183
Minimax-Minimax,51,24,0.08100066699989839
Minimax-Minimax,52,20,0.10140574999968521
Minimax-Minimax,53,24,0.10244170900114113
Minimax-Minimax,54,20,0.08027220800431678
Minimax-Minimax,55,20,0.10052554199501174
Minimax-Minimax,56,20,0.09716716699767858
Minimax-Minimax,57,28,0.08281041599548189
Minimax-Minimax,58,20,0.08833083299396094
Minimax-Minimax,59,28,0.08592716699786251
Minimax-Minimax,60,20,0.10074795800028369
Minimax-Minimax,61,20,0.1052328329969896
Minimax-Minimax,62,20,0.0893034170003375
Minimax-Minimax,63,18,0.10418533399933949
Minimax-Minimax,64,20,0.08458279100159416
Minimax-Minimax,65,25,0.07903745800285833
Minimax-Minimax,66,20,0.10166958299669204
Minimax-Minimax,67,20,0.09014041600312339
Minimax-Minimax,68,16,0.08764241600147216
Minimax-Minimax,69,20,0.08739445800165413
Minimax-Minimax,70,20,0.10692741600360023
Minimax-Minimax,71,20,0.07249583300290396
Minimax-Minimax,72,20,0.09932620800100267
Minimax-Minimax,73,20,0.1003446670001722
Minimax-Minimax,74,19,0.10655925000173738
Minimax-Minimax,75,20,0.08849566600110848
Minimax-Minimax,76,20,0.10781954100093571
Minimax-Minimax,77,20,0.08746237499872223
Minimax-Minimax,78,20,0.09936337499675574
Minimax-Minimax,79,20,0.08729799999855459
Minimax-Minimax,80,20,0.08745870799612021
Minimax-Minimax,81,36,0.17473883300408488
Minimax-Minimax,82,20,0.09925679199659498
Minimax-Minimax,83,23,0.10047383300116053
Minimax-Minimax,84,20,0.09734037499583792
Minimax-Minimax,85,20,0.10500595800112933
Minimax-Minimax,86,20,0.10022887500235811
Minimax-Minimax,87,19,0.10728095899685286
Minimax-Minimax,88,20,0.08794116700300947
Minimax-Minimax,89,22,0.087019375001546
Minimax-Minimax,90,20,0.08805004099849612
Minimax-Minimax,91,20,0.10247674999845913
Minimax-Minimax,92,20,0.10059270800411468
Minimax-Minimax,93,20,0.08693154100183165
Minimax-Minimax,94,20,0.10032208299526246
Minimax-Minimax,95,20,0.10054341700015357
Minimax-Minimax,96,20,0.08887375000631437
Minimax-Minimax,97,21,0.09730508299981011
Minimax-Minimax,98,24,0.08175933400343638
Minimax-Minimax,99,20,0.09919049999734852
Minimax-Minimax,100,20,0.10045016699586995
