depth,game_num,winner,num_moves,minimax_player,minimax_avg_time_ms,baseline_avg_time_ms,total_time_sec
1,86,2,12,2,1.1247566665891402,0.4419235010573175,0.009477791005338077
1,87,2,8,1,1.0596667489153333,0.3240209971409058,0.005566583000472747
1,88,2,20,2,1.4936416999262292,0.5438875996333081,0.020599750001565553
1,89,1,9,1,1.0819748014910147,0.37194799915596377,0.0069377499967231415
1,90,2,8,2,0.9410832481080433,0.3899272505805129,0.005357959002139978
1,91,1,21,1,1.2448484551648356,0.35662089867400937,0.017561499997100327
1,92,2,10,2,1.143258200318087,0.45720820053247735,0.008055333004449494
1,93,1,7,1,1.2985934990865644,0.44815333239967003,0.006576750005478971
1,94,2,24,2,0.9493160002117899,0.3430346660024952,0.015666541003156453
1,95,1,9,1,1.208533598401118,0.43146849930053577,0.007814417003828567
1,96,2,16,2,1.2597551258295425,0.46834899876557756,0.014004459000716452
1,97,1,19,1,0.997987698065117,0.33752789022400975,0.013233958998171147
1,98,2,24,2,1.4631840003858088,0.47567025042856886,0.02353745800064644
1,99,2,16,1,1.4557917511410778,0.4547758762782905,0.01539266700274311
1,100,2,28,2,1.0008064278476272,0.23870228583941103,0.017651667003519833
2,1,1,21,1,5.02987872724506,0.3479125000012573,0.05904875000123866
2,2,2,16,2,6.0173384999870905,0.4219112497594324,0.051685416998225264
2,3,1,21,1,5.995189453559843,0.42367489950265735,0.07039229099609656
2,4,2,16,2,4.507182376073615,0.35653637678478844,0.03903612499561859
2,5,1,21,1,4.781670362386979,0.341774700791575,0.05628845899627777
2,6,2,6,2,5.286124998140925,0.444208334859771,0.017210083002282772
2,7,1,19,1,6.546562600124162,0.4662177776077038,0.06985329100280069
2,8,2,6,2,5.316402668540832,0.45041666938535246,0.017320291997748427
2,9,1,29,1,3.874372133577708,0.2279195001132653,0.06157454200001666
2,10,2,10,2,6.706758399377577,0.5497586011188105,0.03634266700100852
2,11,1,9,1,6.663383400882594,0.435041500168154,0.0351071669938392
2,12,2,22,2,5.029583363052965,0.4399316358930347,0.06045529100083513
2,13,1,17,1,5.172180444383735,0.37290625004970934,0.04971999999543186
2,14,2,6,2,5.382652663683984,0.4434166670156022,0.01749879199633142
2,15,1,27,1,3.613169715078714,0.22345830858774626,0.053677000003517605
2,16,2,30,2,3.2935416005784646,0.24704173459516218,0.05339287500100909
2,17,1,21,1,6.055007545827803,0.4238414992869366,0.07107058299880009
2,18,2,16,2,4.134479122512857,0.3439427500779857,0.03596991599624744
2,19,1,9,1,6.3375996018294245,0.4187184986221837,0.03340645800199127
2,20,2,18,2,4.134514001230451,0.3579167767182096,0.04065837500093039
2,21,1,21,1,6.055655090180649,0.45271670023794286,0.07136845800414449
2,22,2,22,2,5.548443000324451,0.42139009218027984,0.06591554099577479
2,23,1,19,1,5.044216800160939,0.31279144443235257,0.05341666599997552
2,24,2,12,2,6.3000554994990425,0.500055499287555,0.04087699999945471
2,25,1,21,1,5.30358699920312,0.3592251996451523,0.06221120800182689
2,26,2,20,2,4.567049999604933,0.3528708009980619,0.04936299999826588
2,27,1,19,1,5.5930332993739285,0.3861065569152642,0.05958420800016029
2,28,2,18,2,4.800990667717997,0.3694026672746986,0.04671795800095424
2,29,1,23,1,5.169722166707895,0.3575075454798273,0.06622245800099336
2,30,2,20,2,3.355333500803681,0.27672930009430274,0.03647441700013587
2,31,1,21,1,4.860363544139545,0.3332083004352171,0.05707987500500167
2,32,2,6,2,5.326875335110041,0.4480693314690143,0.017344290994515177
2,33,1,9,1,6.732091798039619,0.44062500091968104,0.035470709000946954
2,34,2,18,2,4.9363288878036355,0.398833332130582,0.04819524999766145
2,35,1,21,1,6.016526543879246,0.44399180042091757,0.07082429200090701
2,36,2,18,2,5.686972332316348,0.4362962208688259,0.055282708002778236
2,37,1,21,1,5.961764908781995,0.43072499975096434,0.07010404199536424
2,38,2,6,2,5.271903001509297,0.44455600194244954,0.017169250000733882
2,39,1,19,1,7.056100098998286,0.5038472227170132,0.07527887500327779
2,40,2,6,2,5.32784766498177,0.4463613343735536,0.017342915998597164
2,41,1,17,1,5.726657111760384,0.40075525066640694,0.05487300000095274
2,42,2,30,2,3.838080666901078,0.2887056000569525,0.06213954200211447
2,43,1,17,1,5.236175889472684,0.36105725121160503,0.05022866700164741
2,44,2,20,2,4.446929299592739,0.34345000094617717,0.048088000003190245
2,45,1,27,1,3.9791190704688364,0.2347533070580819,0.05903599999874132
2,46,2,24,2,3.9209652513818583,0.3077916668795903,0.05102558300131932
2,47,1,9,1,6.874358200002462,0.4683645001932746,0.03629375000309665
2,48,2,18,2,7.236018556998008,0.615018667303957,0.07089066699700197
2,49,1,17,1,5.506610999064934,0.4124636243432178,0.052975665996200405
2,50,2,6,2,5.382041667568653,0.4518609979034712,0.01752133300033165
2,51,1,25,1,4.62669884683027,0.3407013336982345,0.06448012500186451
2,52,2,16,2,5.891025999517296,0.45591150137624936,0.05094212500262074
2,53,1,19,1,6.653683499462204,0.44658333354163915,0.07075895799789578
2,54,2,18,2,5.841476776468982,0.4411342209399057,0.05669833400315838
2,55,1,21,1,4.828280455099461,0.33523750098538585,0.05671691699535586
2,56,2,20,2,4.656191699905321,0.38318320002872497,0.050598124995303806
2,57,1,21,1,4.452117456160274,0.2860290987882763,0.0521085000000312
2,58,2,18,2,4.065125000326791,0.36169422188928974,0.04003500000544591
2,59,1,19,1,4.394704100559466,0.3067823320937653,0.04690391699841712
2,60,2,22,2,5.185946908816484,0.4482500907298262,0.06228304099931847
2,61,1,23,1,4.140232500503771,0.32909081809603696,0.05352491699886741
2,62,2,6,2,5.346444668248296,0.44977766810916364,0.017408207997505087
2,63,1,15,1,5.13627100008307,0.33755943150026724,0.04355108400341123
2,64,2,20,2,5.71131679971586,0.4219624992401805,0.061569375000544824
2,65,1,9,1,6.405066800653003,0.41906249862222467,0.03374424999492476
2,66,2,24,2,4.683420083286667,0.378381833191573,0.06100500000320608
2,67,1,9,1,6.871541602595244,0.4671562510338845,0.03627550000237534
2,68,2,18,2,5.153495444068944,0.40868978006377193,0.05027200000040466
2,69,1,21,1,6.233416818510952,0.4376081982627511,0.07319154199649347
2,70,2,20,2,3.9891083994007204,0.3027957987796981,0.043197749997489154
2,71,1,21,1,4.558458090204195,0.30690419880556874,0.05343291600001976
2,72,2,22,2,5.252893908287991,0.4497309994555756,0.0630263749990263
2,73,1,19,1,4.46623750103754,0.324907331863263,0.047787709001568146
2,74,2,6,2,5.251055333549933,0.4410553350074527,0.017095875002269167
2,75,1,25,1,4.232006308694299,0.2658195001761972,0.05841095800133189
2,76,2,18,2,6.58718055557175,0.5849353353066059,0.06475762500485871
2,77,1,23,1,4.25587166804083,0.278007819857025,0.05431758300255751
2,78,2,12,2,6.329923666877828,0.5219304985075723,0.04120770800363971
2,79,1,9,1,6.768624999676831,0.4623852510121651,0.03574125000159256
2,80,2,22,2,4.557821910235692,0.3406289992695251,0.05417075000150362
2,81,1,19,1,6.074566699680872,0.4131991097690641,0.06469312500121305
2,82,2,24,2,4.23481599985583,0.32473608310586616,0.055016916994645726
2,83,1,21,1,5.595337182140528,0.3928372992959339,0.065761083002144
2,84,2,18,2,7.690236221403918,0.652217777517055,0.07529154199437471
2,85,1,21,1,5.532848455583338,0.39347510028164834,0.06501891600055387
2,86,2,22,2,5.712617272696331,0.45971590787468647,0.06818562500120606
2,87,1,19,1,4.587141800584504,0.34059255429181373,0.04913816699991003
2,88,2,20,2,4.009687499637948,0.3203750995453447,0.04352558399841655
2,89,1,29,1,4.520444400259294,0.30832728381418356,0.07251904199802084
2,90,2,18,2,4.80859266746039,0.3727131107653905,0.046810667001409456
2,91,1,13,1,6.400708572722839,0.4217013326221301,0.047440666996408254
2,92,2,6,2,5.243555666917625,0.4438890003560421,0.017081624995626044
2,93,1,17,1,6.5661758902327465,0.4869842523476109,0.06318537499464583
2,94,2,26,2,4.511057769727463,0.35496807798223856,0.06353916700027185
2,95,1,17,1,6.690032443859511,0.5019634982090793,0.0644121669974993
2,96,2,20,2,3.458741700160317,0.2753416993073188,0.03754487499827519
2,97,1,21,1,5.61411745531421,0.3721541004779283,0.06564166599855525
2,98,2,20,2,5.051766701944871,0.4186248996120412,0.05490612499852432
2,99,1,17,1,5.396726778093984,0.3639478745753877,0.05169245800061617
2,100,2,18,2,7.180198778870464,0.6150231104887401,0.07034420800482621
3,1,1,21,1,27.022912907837465,0.46978349855635315,0.3021599999992759
3,2,2,22,2,16.092863635673314,0.31675745611375367,0.18076324999856297
3,3,1,19,1,28.541425200819504,0.44672233262746075,0.2896638750025886
3,4,2,24,2,18.394455083277233,0.3665244154641793,0.2254270830017049
3,5,1,23,1,19.59767375107428,0.3703674552856352,0.23947829200187698
3,6,2,32,2,11.448914124230214,0.2579557503850083,0.187674375003553
3,7,1,13,1,21.98070842963976,0.40198616625275463,0.1563971669966122
3,8,2,6,2,12.27041666425066,0.44416700014456484,0.038163375000294764
3,9,1,25,1,24.37802576941277,0.41350316617657273,0.3221431250058231
3,10,2,26,2,17.345833308914173,0.3521538461567476,0.23035704100038856
3,11,1,23,1,21.533013835020636,0.3427990900077434,0.26237850000325125
3,12,2,6,2,12.08766666483522,0.439055331905062,0.037599832998239435
3,13,1,21,1,16.011064454770267,0.35228320048190653,0.17997774999821559
3,14,2,28,2,11.929112999496283,0.2519047848181799,0.17078866700467188
3,15,1,29,1,13.045947332769478,0.22583342745617432,0.1991351670003496
3,16,2,18,2,29.464032443583065,0.5147776666692354,0.2700322500022594
3,17,1,27,1,25.347169571822242,0.5155641534097063,0.36184637500264216
3,18,2,14,2,17.401547427912842,0.4024762861912937,0.12474766700324835
3,19,1,23,1,11.402961833785715,0.23532572826793927,0.13968541599751916
3,20,2,20,2,23.94885430112481,0.4188084007182624,0.243929834003211
3,21,1,21,1,16.122799090887632,0.31383739988086745,0.1806899160001194
3,22,2,22,2,11.018405454788907,0.2935493638770739,0.1247225829938543
3,23,1,21,1,12.422893818108026,0.25109570051427,0.1393880000032368
3,24,2,20,2,30.039933398802532,0.4802918010682333,0.305399958997441
3,25,1,21,1,11.432435544768602,0.22469590039690956,0.12822150000283727
3,26,2,24,2,20.693510417307454,0.49924633337165386,0.25469620800140547
3,27,1,23,1,18.86825341595492,0.355878726457542,0.23062366600061068
3,28,2,18,2,13.396685111931422,0.30529166623536086,0.1234631659972365
3,29,1,17,1,20.07289822116339,0.3841668758468586,0.1838578749957378
3,30,2,24,2,17.579826583945152,0.2957741671707481,0.21477320799749577
3,31,1,19,1,14.930062399071176,0.2815694452793751,0.1521137500021723
3,32,2,6,2,12.306305667152628,0.4434583315742202,0.038268791999144014
3,33,1,17,1,17.370134334164,0.34239062460983405,0.15923312499944586
3,34,2,22,2,18.039238727148835,0.3572046354582364,0.20263766700372798
3,35,1,19,1,16.979137401358457,0.3410137796890922,0.17304858399438672
3,36,2,14,2,19.803767714100623,0.44303585725304273,0.1418667079997249
3,37,1,23,1,20.914017249500223,0.3578521804725328,0.2551787919946946
3,38,2,10,2,17.687241798557807,0.452591800421942,0.09076112500042655
3,39,1,23,1,17.64613900013501,0.3218520908955146,0.2155695840046974
3,40,2,20,2,23.212808500102255,0.5005500002880581,0.23738516599405557
3,41,1,19,1,14.591216600092594,0.3262917776333375,0.14904187500360422
3,42,2,6,2,12.208319662022404,0.44595800136448815,0.03798250000545522
3,43,1,17,1,18.444111110713695,0.4184479985269718,0.169567625001946
3,44,2,16,2,18.13455212777626,0.395651124563301,0.14840020800329512
3,45,1,23,1,13.183802083707027,0.24933336482552643,0.16118529200321063
3,46,2,24,2,20.67833350035168,0.34907983293427,0.25266783299593953
3,47,1,25,1,24.56237176934687,0.4403750008350471,0.32484670900157653
3,48,2,16,2,24.87282300080551,0.4328437489675707,0.20264179199875798
3,49,1,25,1,19.53461538281632,0.3974063329224009,0.25899795800069114
3,50,2,6,2,12.324930665878734,0.4748613331078862,0.03842799999983981
3,51,2,34,1,16.37180129353724,0.2507917648900355,0.2830646660004277
3,52,2,24,2,24.153211916200235,0.5578264984554456,0.2969135409948649
3,53,1,23,1,17.97158341711717,0.33576136378211563,0.21955850000085775
3,54,2,6,2,12.367028003306283,0.44923633443734917,0.03846925000107149
3,55,1,19,1,15.812995802116347,0.33909277812603655,0.16136008399917046
3,56,2,22,2,19.485636363573246,0.4545720902652564,0.21958462500333553
3,57,1,29,1,17.445916665989596,0.33005957032271127,0.26669166600186145
3,58,2,24,2,26.02956958253344,0.4352014984760899,0.3178344580010162
3,59,1,13,1,24.955911000558576,0.46990299961180426,0.17762095899524866
3,60,2,24,2,26.220927083462204,0.42670824829353177,0.3200145410010009
3,61,2,16,1,16.813427376291656,0.3246093756388291,0.13725720799993724
3,62,2,22,2,22.842242454564918,0.40643545468232,0.2559620839965646
3,63,1,21,1,19.857022727426905,0.4068084992468357,0.22270458300044993
3,64,2,18,2,14.60662966726684,0.3631989998717068,0.13495666700328002
3,65,1,13,1,19.494226285522537,0.45679883017631556,0.13935250000213273
3,66,2,22,2,22.381700727485374,0.4762992737761868,0.25171170799876563
3,67,1,21,1,16.262208271655254,0.33992500248132274,0.18254254100611433
3,68,2,6,2,12.13084700187513,0.43634733447106555,0.03772095799649833
3,69,1,13,1,25.639208429700894,0.4933543326236152,0.18257729199831374
3,70,2,22,2,22.18782209026606,0.4104165464840745,0.24884633300098358
3,71,1,29,1,16.693377866370913,0.30241671473569504,0.2550181659971713
3,72,2,6,2,12.208138999994844,0.44427799972860765,0.03797712499363115
3,73,1,33,1,14.269828353837298,0.3063464387196291,0.24787441700027557
3,74,2,26,2,16.212807692332156,0.33512176965954354,0.21547175000159768
3,75,1,21,1,18.918299545475747,0.37686659998144023,0.21210141600022325
3,76,2,30,2,20.123286133942504,0.43443326527873677,0.3087328340043314
3,77,1,23,1,14.76038183379084,0.307780272454362,0.18078808300197124
3,78,2,28,2,14.241550499718869,0.24003571577070812,0.20304095800383948
3,79,1,21,1,16.979916726995725,0.29764160062768497,0.1899313749963767
3,80,2,26,2,12.30285253740686,0.3410126155358739,0.16479174999403767
3,81,1,19,1,20.007550000445917,0.38204166695423836,0.20368725000298582
3,82,2,24,2,18.368840333399323,0.33990975013390806,0.22480241699668113
3,83,1,25,1,13.374400461123933,0.30443391612304066,0.17783358300221153
3,84,2,28,2,16.782116142816708,0.3560357134639552,0.2403046670006006
3,85,1,23,1,21.39312149968949,0.40405672652096575,0.2613883750018431
3,86,2,28,2,21.934044642486178,0.36842250015719663,0.31253175000165356
3,87,1,15,1,17.743755250194226,0.39683314285606947,0.1449205000026268
3,88,2,22,2,25.232689365194265,0.4496516366171735,0.28278449999925215
3,89,1,21,1,16.01344336416911,0.3086207994783763,0.1794550410049851
3,90,2,12,2,17.298187837392714,0.40354833132975426,0.10628654200263554
3,91,1,9,1,19.700750200718176,0.45668750135519076,0.10038070900191087
3,92,2,18,2,19.52205099951243,0.41465755687871325,0.17966758299735375
3,93,1,21,1,15.623659182562154,0.2760169008979574,0.1748452090032515
3,94,2,6,2,12.326277666337168,0.4471943369329286,0.03834045899566263
3,95,1,19,1,14.572833299462218,0.27522222161577603,0.14845820800110232
3,96,2,24,2,18.992583251626154,0.3475138334276077,0.23239158400247106
3,97,1,15,1,20.739859372952196,0.39983914341844085,0.16887558300368255
3,98,2,18,2,9.89585199972175,0.28752322153498727,0.09188241600350011
3,99,1,19,1,15.951291401870549,0.3373609983504543,0.16274887500185287
3,100,2,28,2,17.450895785649273,0.38981549888766104,0.2500585830057389
4,1,2,40,1,68.33263760017871,0.4121250502066687,1.375289875002636
4,2,2,32,2,58.66661462550837,0.3822213739113067,0.9451822500050184
4,3,1,27,1,78.9552440000989,0.4184806910835995,1.1112444999962463
4,4,2,26,2,84.02735900073402,0.36883977008983493,1.097462749996339
4,5,1,23,1,79.39689250088122,0.3969128196000714,0.9574027499984368
4,6,2,36,2,49.63180788884832,0.3206552222157673,0.8995680000007269
4,7,1,25,1,69.8874422299783,0.32060741614259314,0.9126405829956639
4,8,2,24,2,73.96071199946164,0.3228125830598098,0.8917241250019288
4,9,1,17,1,64.97045855778399,0.40406250082014594,0.588152040996647
4,10,2,6,2,47.10524999973131,0.4444163326600877,0.14266933299950324
4,11,2,46,1,48.61680439163415,0.24447830472364213,1.1242738329965505
4,12,2,16,2,59.38312475063867,0.3281875015090918,0.4778176249965327
4,13,1,23,1,106.92479174758773,0.46656454452948476,1.2885120840001036
4,14,2,26,2,50.231791693547095,0.2877019220389999,0.6570192500003031
4,15,1,37,1,44.60560757855235,0.21234722225926816,0.8517442090014811
4,16,2,6,2,47.27787499966022,0.4463473330057847,0.1431929590034997
4,17,1,33,1,44.54050482437357,0.28510656193247996,0.7621324579959037
4,18,2,20,2,67.97128329926636,0.3346834986587055,0.683265499996196
4,19,1,29,1,60.93884166572631,0.34774107189150527,0.9193517500025337
4,20,2,28,2,47.74425892849519,0.2759555001310738,0.6726635829982115
4,21,1,33,1,70.50001970620703,0.44790112451664754,1.2060474160025478
4,22,2,16,2,66.74643750193354,0.3913543750968529,0.5373299999992014
4,23,1,17,1,115.5400044444832,0.4996303759980947,1.0440432079994935
4,24,2,32,2,63.98826806434954,0.328283811086294,1.0293935829977272
4,25,1,25,1,57.227349307280605,0.3318750010900355,0.7482078750035726
4,26,2,14,2,63.956464141873376,0.4189465689705685,0.45079108299978543
4,27,1,31,1,54.425012938281725,0.44198613419818383,0.8777953329990851
4,28,2,22,2,43.70393563625509,0.3015830000301569,0.4843823330011219
4,29,2,30,1,63.727027800147575,0.3242305329573962,0.9611614579989691
4,30,2,16,2,43.36284375131072,0.2958281256724149,0.34946708400093485
4,31,1,23,1,47.37787500016566,0.37764418084407225,0.5730128750001313
4,32,2,24,2,68.51556941546733,0.3286286670724318,0.8264364589995239
4,33,1,29,1,89.05270839992833,0.36525007037978086,1.341285209004127
4,34,2,36,2,57.02406944571218,0.3517176103034419,1.033162749998155
4,35,1,29,1,76.66467520078488,0.5115565727464855,1.157494166000106
4,36,2,24,2,63.214277749769586,0.3867707497799226,0.7634942079967004
4,37,1,33,1,43.10021588282646,0.2561093128861103,0.7371080829980201
4,38,2,16,2,51.83992174897867,0.3323230002933997,0.41755908299819566
4,39,1,19,1,104.97808739964967,0.5648333341620552,1.055089166999096
4,40,2,20,2,77.17374999920139,0.3989540993643459,0.7759668750004494
4,41,1,29,1,87.16728620056529,0.4533093576485823,1.3142090840046876
4,42,2,6,2,45.833235997027565,0.45140266835611936,0.1388738750029006
4,43,1,25,1,74.63425969203504,0.36319100036052987,0.9748595839992049
4,44,2,28,2,64.93190471311598,0.37202685572473065,0.9145897089983919
4,45,1,29,1,77.92469146709966,0.4084910714092465,1.1748923330014804
4,46,2,16,2,60.03445837450272,0.3924270004063146,0.48365204199944856
4,47,1,23,1,101.28510416446564,0.42550745274638757,1.2203505840006983
4,48,2,28,2,36.797137000706115,0.22721428623689072,0.5186127499982831
4,49,2,46,1,40.63923556532245,0.25833695595476613,0.9411184580021654
4,50,2,28,2,70.87872335718463,0.31211585675399484,0.9969527920038672
4,51,1,19,1,45.864004200848285,0.35061566531011423,0.46200895900256
4,52,2,20,2,53.89105430076597,0.28057930030627176,0.5419752500019968
4,53,1,19,1,62.30550830005086,0.36900922229203087,0.626591375003045
4,54,2,24,2,80.20694799961348,0.3715345828823047,0.9671910409961129
4,55,1,17,1,106.22052311130876,0.47010425078042317,0.9598939170027734
4,56,2,20,2,49.270816698117414,0.2468667007633485,0.49540137499570847
4,57,1,33,1,74.06323299887042,0.39835681400290923,1.2658130420022644
4,58,2,20,2,66.24790840141941,0.3140708002320025,0.6658467920060502
4,59,1,19,1,52.89792090043193,0.3281066682474274,0.5321386670038919
4,60,2,14,2,76.83245828541529,0.4162797163839319,0.5408650000026682
4,61,1,21,1,120.23456063616322,0.5877043011423666,1.3287317080030334
4,62,2,6,2,45.00762500053194,0.4463886677209909,0.1363825829976122
4,63,1,19,1,73.02307470163214,0.38234244372385245,0.7339141670017852
4,64,1,39,2,37.621100790075666,0.23085840039129835,0.7198382079950534
4,65,1,31,1,37.74079162440103,0.2036055326849843,0.6072403750004014
4,66,2,22,2,84.13089372863232,0.39687881905014033,0.9300228330030222
4,67,2,38,1,48.66403505232148,0.27378084134972214,0.9302025409997441
4,68,2,16,2,89.13388037490222,0.39359349921141984,0.716385583000374
4,69,1,33,1,55.372176411979396,0.31603906381860725,0.9468012079960317
4,70,2,20,2,51.459574999898905,0.27192919951630756,0.5175622910028324
4,71,1,25,1,57.08907046153819,0.3120729991981837,0.7462391250010114
4,72,2,26,2,71.79757700046488,0.35593261586305186,0.9383303750000778
4,73,1,25,1,57.73595838232163,0.3436492503775905,0.7549761669943109
4,74,2,24,2,56.0621527498976,0.32690624842265,0.676994041998114
4,75,1,23,1,102.95761816693509,0.4905151819746772,1.2411826250026934
4,76,2,6,2,46.28523599967593,0.45188933533305925,0.1402317079991917
4,77,1,25,1,86.42964084440162,0.3820416659436887,1.128403624999919
4,78,2,14,2,77.07990485817261,0.40966057089722846,0.5425603330004378
4,79,1,21,1,107.9208370918588,0.47956670096027665,1.192174249998061
4,80,2,6,2,45.75329166740024,0.44997200166108087,0.13863108300574822
4,81,1,19,1,115.99218740084325,0.49991655396297574,1.1646140840020962
4,82,2,28,2,42.786973214658374,0.2750653568779983,0.6032197500026086
4,83,1,23,1,85.02868749928894,0.378772636891385,1.02486491700256
